CLUSTER_GRUPO;CEP_RISCO;DS_MOD_PRC;MOD_PRC;DS_MOD_ADC;MOD_ADC;OFERTA;OFERTA_GERAL;OFERTA_DIGITAL;OFERTA_URA;OFERTA_PAP;OFERTA_OUTBOUND
G5;a.RISCO BAIXO;HVI3;R01;G5 - BHV;R11;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R01;G5 - BHV;R12;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R01;G5 - BHV;R12;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R01;G5 - BHV;R12;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R01;G5 - BHV;R13;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R01;G5 - BHV;R13;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R01;G5 - BHV;R13;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R01;G5 - BHV;R14;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R01;G5 - BHV;R14;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R01;G5 - BHV;R14;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R01;G5 - BHV;R15;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R01;G5 - BHV;R15;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R01;G5 - BHV;R15;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R01;G5 - BHV;R16;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R01;G5 - BHV;R16;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R01;G5 - BHV;R16;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R01;G5 - BHV;R17;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R01;G5 - BHV;R17;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R01;G5 - BHV;R17;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R01;G5 - BHV;R18;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R01;G5 - BHV;R18;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R01;G5 - BHV;R18;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R01;G5 - BHV;R19;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R01;G5 - BHV;R19;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R01;G5 - BHV;R19;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R01;G5 - BHV;R20;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R01;G5 - BHV;R20;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R01;G5 - BHV;R20;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R01;G5 - BHV;R99;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R01;G5 - BHV;R99;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R01;G5 - BHV;R99;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R01;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R01;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R01;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R02;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R02;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R02;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R03;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R03;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R03;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R04;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R04;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R04;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R05;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R05;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R05;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R06;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R06;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R06;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R07;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R07;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R07;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R08;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R08;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R08;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R09;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R09;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R09;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R10;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R10;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R10;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R11;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R11;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R11;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R12;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R12;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R12;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R13;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R13;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R13;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R14;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R14;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R14;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R15;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R15;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R15;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R16;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R16;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R16;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R17;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R17;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R17;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R18;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R18;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R18;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R19;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R19;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R19;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R20;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R20;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R20;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R02;G5 - BHV;R99;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R02;G5 - BHV;R99;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R02;G5 - BHV;R99;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R01;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R01;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R01;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R02;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R02;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R02;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R03;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R03;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R03;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R04;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R04;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R04;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R05;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R05;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R05;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R06;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R06;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R06;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R07;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R07;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R07;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R08;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R08;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R08;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R09;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R09;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R09;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R10;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R10;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R10;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R11;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R11;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R11;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R12;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R12;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R12;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R13;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R13;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R13;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R14;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R14;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R14;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R15;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R15;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R15;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R16;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R16;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R16;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R17;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R17;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R17;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R18;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R18;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R18;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R19;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R19;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R19;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R20;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R20;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R20;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R03;G5 - BHV;R99;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R03;G5 - BHV;R99;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R03;G5 - BHV;R99;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R01;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R01;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R01;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R02;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R02;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R02;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R03;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R03;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R03;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R04;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R04;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R04;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R05;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R05;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R05;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R06;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R06;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R06;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R07;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R07;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R07;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R08;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R08;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R08;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R09;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R09;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R09;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R10;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R10;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R10;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R11;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R11;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R11;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R12;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R12;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R12;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R13;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R13;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R13;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R14;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R14;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R14;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R15;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R15;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R15;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R16;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R16;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R16;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R17;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R17;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R17;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R18;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R18;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R18;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R19;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R19;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R19;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R20;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R20;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R20;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R04;G5 - BHV;R99;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R04;G5 - BHV;R99;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R04;G5 - BHV;R99;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R01;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R01;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R01;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R02;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R02;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R02;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R03;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R03;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R03;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R04;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R04;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R04;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R05;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R05;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R05;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R06;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R06;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R06;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R07;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R07;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R07;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R08;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R08;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R08;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R09;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R09;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R09;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R10;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R10;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R10;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R11;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R11;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R11;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R12;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R12;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R12;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R13;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R13;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R13;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R14;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R14;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R14;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R15;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R15;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R15;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R16;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R16;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R16;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R17;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R17;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R17;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R18;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R18;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R18;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R19;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R19;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R19;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R20;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R20;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R20;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R05;G5 - BHV;R99;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R05;G5 - BHV;R99;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R05;G5 - BHV;R99;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R06;G5 - BHV;R01;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R06;G5 - BHV;R01;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R06;G5 - BHV;R01;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R06;G5 - BHV;R02;8;8;8;8;8;8
G5;b.RISCO NEUTRO;HVI3;R06;G5 - BHV;R02;8;8;8;8;8;8
G5;a.RISCO BAIXO;HVI3;R06;G5 - BHV;R02;8;8;8;8;8;8
G5;c.RISCO ALTO;HVI3;R06;G5 - BHV;R03;5;5;5;5;5;5
G5;b.RISCO NEUTRO;HVI3;R06;G5 - BHV;R03;5;5;5;5;5;5
G5;a.RISCO BAIXO;HVI3;R06;G5 - BHV;R03;5;5;5;5;5;5
G5;b.RISCO NEUTRO;HVI3;R06;G5 - BHV;R04;5;5;5;5;5;5
G5;c.RISCO ALTO;HVI3;R06;G5 - BHV;R04;5;5;5;5;5;5
G5;a.RISCO BAIXO;HVI3;R06;G5 - BHV;R04;5;5;5;5;5;5
G5;c.RISCO ALTO;HVI3;R06;G5 - BHV;R05;5;5;5;5;5;5
G5;b.RISCO NEUTRO;HVI3;R06;G5 - BHV;R05;5;5;5;5;5;5
G5;a.RISCO BAIXO;HVI3;R06;G5 - BHV;R05;5;5;5;5;5;5
G5;c.RISCO ALTO;HVI3;R06;G5 - BHV;R06;5;5;5;5;5;5
G5;b.RISCO NEUTRO;HVI3;R06;G5 - BHV;R06;5;5;5;5;5;5
G5;a.RISCO BAIXO;HVI3;R06;G5 - BHV;R06;5;5;5;5;5;5
